date,close,open,high,low,volumn
20161013,40950,41450,41700,40950,3638071
20161012,41250,41000,41900,41000,3521492
20161011,41300,41300,42000,41100,2810503
20161010,41300,42200,42500,41200,2916252
20161007,42200,42700,42700,41900,2637734
20161006,42550,43100,43150,42400,2815496
20161005,42600,42150,42950,41200,4387312
20161004,41800,41500,41800,41000,3639803
20160930,40200,39750,40950,39600,3764773
20160929,40200,40600,40750,40150,3976705
20160928,41200,41300,42000,40950,4189804
20160927,41150,39400,41150,39150,4001505
20160926,39500,39350,39500,38800,1669862
20160923,39350,39550,39650,39050,2095120
20160922,39400,39800,39800,39150,3214630
20160921,39150,39000,39150,38650,1731450
20160920,39250,39200,39450,38750,2594490
20160919,39200,38700,39450,38250,5283684
20160913,37800,37600,38300,37500,3928646
20160912,37000,37500,38300,37000,4885896
20160909,38950,38550,39000,38350,2748415
20160908,38700,37900,38700,37900,3698781
20160907,37900,38200,38800,37900,3786844
20160906,38000,37750,38000,37350,2123160
20160905,37500,36900,37500,36850,2337575
20160902,36650,36100,36700,35950,1828390
20160901,36100,36400,36400,35700,1713669
20160831,36450,36400,36450,35750,2832970
20160830,36300,36800,36950,35550,2766460
20160829,36250,35350,36400,35300,2782441
20160826,36250,35850,36350,35750,2635343
20160825,35700,35100,35750,34900,1568516
20160824,35750,35900,35950,35300,1689924
20160823,35600,36250,36300,35550,3014421
20160822,36000,35500,36050,35250,4149396
20160819,35400,34400,35400,34200,4683750
20160818,34150,33550,34250,33550,1855081
20160817,33550,33750,33900,32900,2083372
20160816,33700,34950,34950,33700,2883043
20160812,34350,34450,35100,34200,2437735
20160811,34800,33700,34800,33450,2980478
20160810,33800,34900,35000,33650,3193311
20160809,35050,34850,35200,34450,2112078
20160808,34950,35150,35250,34400,2157854
20160805,34800,34300,34900,33950,2830058
20160804,33650,33950,34200,33350,1477680
20160803,33550,33300,34400,33000,2698841
20160802,33750,34600,34700,33650,2123735
20160801,34850,34700,35300,34600,3274413
20160729,34400,33550,34400,33450,4660512
20160728,33550,33150,33550,33000,3586965
20160727,33450,32600,33450,32550,4762165
20160726,32050,32400,32400,31100,5028045
20160725,32500,32300,32650,32150,2147590
20160722,32000,32150,32150,31200,2442893
20160721,32150,32400,32800,32100,1879147
20160720,32100,32300,32400,31850,1775583
20160719,32450,32900,33000,31950,2340759
20160718,32750,32900,33100,32500,1515167
20160715,32700,33300,33500,32650,2580255
20160714,33050,32500,33300,32450,3145494
20160713,32650,32700,32950,32450,3779418
20160712,32000,32250,32300,31550,2523664
20160711,32000,31750,32300,31650,3938161
20160708,31050,30700,31250,30550,2424460
20160707,30650,30750,31350,30600,2715183
20160706,30600,31100,31350,30300,6314347
20160705,31850,32650,32650,31850,2577231
20160704,32750,32250,32900,32050,3192033
20160701,32150,31800,32700,31600,5289586
20160630,32400,32000,32550,31700,4571310
20160629,31800,31800,32200,31700,3801424
20160628,31150,31150,31600,30650,5072467
20160627,32050,31350,32050,31050,6146337
20160624,31800,32800,33100,30450,16852175
20160623,31750,30900,31800,30850,7147499
20160622,30950,30200,30950,30000,5122638
20160621,29800,30050,30150,29550,2376833
20160620,30050,29800,30050,29050,4501015
20160617,29000,30000,30000,28750,2891783
20160616,29650,30250,30400,29350,3687253
20160615,29950,29350,30150,29300,5751526
20160614,29050,28150,29300,28150,3490535
20160613,28350,28650,28700,28000,2607031
20160610,29000,29150,29200,28700,2413698
20160609,29000,28700,29400,28650,5336122
20160608,28550,29050,29300,28450,3940058
20160607,28650,27700,28750,27650,4435065
20160603,27600,28150,28450,27400,3680988
20160602,28050,28600,29050,28000,3443745
20160601,28500,28850,29000,28400,3630711
20160531,28700,28650,29000,28200,5414611
20160530,29000,28850,29400,28650,5492886
20160527,28650,27200,28750,27150,7719656
20160526,27000,27150,27200,26850,1938084
20160525,27050,27450,27450,26950,2250906
20160524,26850,27350,27350,26700,2428278
20160523,27200,26800,27450,26650,4534043
20160520,26300,26600,26650,26250,2245019
20160519,26600,26750,26900,26400,4367007
20160518,26200,25800,26400,25650,2474774
20160517,25900,26250,26300,25900,1545947
20160516,26100,26100,26300,25900,1337159
20160513,26100,26100,26250,25900,1849910
20160512,26100,26050,26250,25850,1759282
20160511,26200,26500,26550,26100,1735332
20160510,26400,25750,26400,25750,2564593
20160509,25750,26150,26550,25700,5291220
20160504,26650,27450,27500,26500,4388484
20160503,27650,27950,28100,27650,1373116
20160502,27850,27950,28300,27750,1306092
20160429,28150,27700,28250,27500,2878692
20160428,27900,29100,29150,27850,6766879
20160427,29150,29300,29750,29000,6213757
20160426,29150,27550,29200,27550,7750203
20160425,27500,27650,27800,27350,1506644
20160422,27500,27450,27800,27350,1556764
20160421,27550,27700,27950,27500,2999400
20160420,27550,27500,28000,27500,3231788
20160419,27450,27500,27550,27350,1843729
20160418,27200,28000,28150,27200,3861103
20160415,27650,27450,27800,27350,2785108
20160414,27250,27600,27850,27250,4761215
20160412,27150,27200,27550,27100,1850577
20160411,27150,27600,27700,27150,2425426
20160408,27800,26950,27800,26900,3718690
20160407,26900,27450,27450,26750,4588396
20160406,27500,27550,27850,27450,2410844
20160405,27850,27900,28100,27600,2032745
20160404,27900,28100,28150,27800,2823088
20160401,28200,28450,28500,28050,2991431
20160331,28150,28700,28850,28000,4336581
20160330,28650,29150,29500,28650,3512889
20160329,28900,28850,29150,28700,2343876
20160328,28550,29000,29050,28150,2795412
20160325,29150,29450,29500,28900,1978956
20160324,29450,29850,29900,29350,3587082
20160323,30250,30100,30450,29850,1868041
20160322,30200,29700,30200,29550,2546366
20160321,29550,29800,29850,29300,1783055
20160318,29450,29500,29900,29250,2864640
20160317,29250,29350,29750,29100,2768278
20160316,29200,29900,29950,29050,2902896
20160315,29900,30350,30550,29750,2078857
20160314,30350,31100,31100,30250,2062549
20160311,30700,29900,30850,29900,2117430
20160310,30300,30550,30650,30150,2734070
20160309,30550,29900,30550,29650,3503375
20160308,30500,31200,31500,30300,4616147
20160307,31900,32150,32250,31500,3487206
20160304,31900,31800,32100,31550,1913316
20160303,31950,31550,32000,31100,3898363
20160302,30950,31050,31300,30650,3567312
20160229,30000,30800,30900,29600,2989861
20160226,30800,31000,31100,30450,1282277
20160225,30800,31400,31500,30650,2527297
20160224,30900,31050,31250,30600,3480563
20160223,30400,30100,30600,30000,2123648
20160222,29900,29400,30000,29400,1366180
20160219,29600,29950,30050,29250,2336536
20160218,30200,30550,30850,29800,2972873
20160217,30050,29250,30300,29150,6106318
20160216,28900,27850,29000,27800,3851681
20160215,27700,27750,28200,27500,2162111
20160212,27350,26850,27750,26850,2429857
20160211,27150,27000,27400,26950,2468082
20160205,28100,28100,28350,27900,1484771
20160204,28100,27700,28150,27600,2459305
20160203,27450,27600,27850,27200,2705269
20160202,28450,28450,28800,28150,2865209
20160201,28400,28100,28650,27700,4767927
20160129,27300,27250,27350,26950,2898720
20160128,27650,27450,27750,26850,3035447
20160127,27650,28100,28350,27250,3205822
20160126,27850,28000,29100,27750,5351814
20160125,28000,27550,28200,27300,2977310
20160122,27150,27200,27600,27000,2361216
20160121,26600,26600,27250,26600,2840628
20160120,26800,28050,28100,26750,4186899
20160119,28300,26700,28300,26700,4291742
20160118,26700,25900,27000,25800,3658921
20160115,26800,27950,28300,26800,5431851
20160114,27900,27300,27900,27200,3957935
20160113,28100,28100,28450,28000,3481523
20160112,27800,28600,28900,27700,4418384
20160111,28650,29400,29500,28600,5358223
20160108,29700,29800,30100,29550,3967121
20160107,30200,30400,30750,30200,2424880
20160106,30750,30600,30900,30300,2461593
20160105,30600,30500,31200,30350,2482905
20160104,30150,30550,30750,30150,1878039
20151230,30750,31100,31450,30550,1801261
20151229,31200,30900,31550,30800,1965713
20151228,30900,31750,31850,30900,2535636
20151224,31700,32950,33150,31700,3624175
20151223,32700,32100,33000,31900,5331047
20151222,32200,31000,32200,30800,6861264
20151221,30500,30450,30800,30250,1576561
20151218,30600,29800,30700,29800,2854920
20151217,30250,30250,30550,29800,2210682
20151216,30400,30050,30500,29900,2601080
20151215,29400,29050,29600,28800,2006190
20151214,29000,29000,29350,28550,3669577
20151211,29850,30200,30550,29600,2725258
20151210,30300,30200,30550,30050,3145787
20151209,30250,30100,30550,30100,1524501
20151208,30200,30500,30750,30050,2483443
20151207,30700,31450,31700,30700,2238378
20151204,31200,30700,31450,30600,2125421
20151203,31150,31050,31350,30850,1730137
20151202,31200,31550,31900,31200,2731791
20151201,31350,31650,31650,30900,3752942
20151130,31600,32050,32650,31600,3917877
20151127,32000,33200,33600,32000,3890920
20151126,32750,32400,34150,32250,13223992
20151125,31900,30400,32000,30400,6941459
20151124,30200,30600,30850,30100,3308696
20151123,30650,31150,31250,30600,2430154
20151120,31000,31500,31750,31000,2097039
20151119,31200,30800,31600,30700,2525784
20151118,30550,30600,30800,30050,3137103
20151117,30600,31050,31150,30600,1935683
20151116,30500,30600,30950,30500,2351453
20151113,31150,30500,31600,30500,1962129
20151112,30700,30950,31000,30700,1537585
20151111,31000,30700,31200,30550,2898877
20151110,31150,30850,31350,30600,2724051
20151109,31250,30900,31300,30400,3563095
20151106,31200,32350,32400,31050,5219855
20151105,32650,32350,32700,32200,1928001
20151104,32600,32500,32700,32100,3276995
20151103,31900,32500,33000,31550,4453120
20151102,32150,30700,32250,30400,4493014
20151030,30700,31150,31200,30450,4640184
20151029,31450,31700,32150,31300,4273016
20151028,31450,32150,32450,31400,4322506
20151027,32150,32100,32650,32050,3535671
20151026,32900,32350,33100,32300,3326112
20151023,32100,32400,32950,32050,6341772
20151022,31950,33200,33450,31850,10914420
20151021,33650,35000,35000,33600,9957394
20151020,35700,36000,36150,35250,2686193
20151019,35750,36150,36200,35600,1967828
20151016,36100,36900,37050,36000,1899386
20151015,36750,35950,36800,35850,2943506
20151014,36400,36300,37050,35900,3720738
20151013,36000,36800,37150,35800,2961513
20151012,36850,37550,37550,36700,2519174
20151008,37550,38000,38100,36600,3824312
20151007,37300,37050,37700,36800,3879936
20151006,37200,36300,37200,36250,5944141
20151005,35350,35250,35950,35100,4367169
20151002,34550,34200,34750,33800,3052650
20151001,33700,33750,33950,33500,3667742
20150930,33550,33700,33800,33350,4158644
20150925,34350,33750,34400,33400,2813254
20150924,33850,34900,34950,33600,4172759
20150923,34700,34500,35250,34350,1641929
20150922,34900,34900,35150,34700,2004067
20150921,34800,35200,35250,34700,2538367
20150918,35750,36400,36450,35450,3267741
20150917,36150,35750,36450,35350,4734065
20150916,35100,33800,35350,33800,3876376
20150915,33600,34500,34600,33350,3880824
20150914,34600,35300,35450,34350,2163452
20150911,35000,35450,35750,35000,3242067
20150910,35950,35400,35950,35400,3079224
20150909,36000,35800,36500,35650,3035809
20150908,34750,35000,35100,34600,1494929
20150907,34750,34800,35100,34300,1624613
20150904,34850,35500,35950,34650,2438126
20150903,35400,34850,35700,34700,4222565
20150902,34350,33500,34600,33350,4161070
20150901,34400,35150,35450,34200,6442285
20150831,35800,36850,36850,35650,4408499
20150828,36900,36550,37700,36300,7382006
20150827,35500,34200,35500,34150,7063277
20150826,33450,33500,34200,32850,6534943
20150825,33500,31300,33950,31300,11821629
20150824,31050,31600,32350,30300,8593829
20150821,32000,31400,32250,31400,6084203
20150820,33050,33050,33550,32850,4588759
20150819,33000,34500,34800,32650,8813242
20150818,35050,35800,36400,34700,4706366
20150817,35650,37300,37400,35650,3808016
20150813,36900,35900,36900,35850,2748437
20150812,35800,35600,36400,35400,2824462
20150811,36100,36300,37200,36100,2890084
20150810,36300,36200,36400,35750,1336480
20150807,36200,35650,36450,35050,3381532
20150806,36100,37750,37750,36050,3888988
20150805,37300,37850,38300,37000,3330999
20150804,37250,35450,37950,35450,4060733
20150803,35950,36500,37100,35500,5481242
20150731,37100,34800,37100,34750,7074785
20150730,34500,36550,36800,34050,9328208
20150729,37000,37450,37600,36800,3040352
20150728,37100,36500,37650,36500,3657208
20150727,37250,38500,38850,36850,4142170
20150724,38550,39250,39450,38500,3411382
20150723,39000,40000,40300,38600,8215778
20150722,38200,39000,39000,37750,3986610
20150721,39050,38950,39350,38500,2531422
20150720,38650,40150,40350,38650,2535208
20150717,39950,39500,40500,38700,3352178
20150716,39450,39000,39500,38650,2373825
20150715,39300,38400,39400,38350,8281669
20150714,37850,40600,40650,37800,15180511
20150713,40550,41450,41850,40500,3707444
20150710,40850,41250,41300,40350,2738522
20150709,40950,40400,41050,39600,3018029
20150708,40900,41100,41300,40750,3335846
20150707,41350,41200,41850,41000,3183795
20150706,40750,42000,42050,40350,4533535
20150703,42650,42700,43100,42200,2903385
20150702,42100,43000,43000,42000,2592544
20150701,42800,42800,43200,42250,2126825
20150630,42300,42650,42800,41950,2598797
20150629,42600,41000,43050,40600,4892150
20150626,42000,41550,42250,41550,7935060
20150625,43100,43100,43400,42800,3270655
20150624,43350,44250,44250,43150,2694795
20150623,44150,44350,44600,44000,2676531
20150622,43850,43800,44150,43550,2843715
20150619,43550,44350,44550,43500,3858378
20150618,44300,44900,44950,44300,2225236
20150617,44950,44250,45250,44250,3461566
20150616,44200,45250,45300,44200,6161260
20150615,46150,46550,47100,46050,1775422
20150612,46550,47750,47800,46450,2307036
20150611,47100,47800,47900,47050,2696182
20150610,47500,48000,48000,47500,2649918
20150609,48000,47750,48300,47200,2168902
20150608,48050,48600,48800,48000,1954503
20150605,49050,48300,49550,48150,2134371
20150604,48300,49500,49600,48100,3262007
20150603,49800,51000,51700,49600,2724813
20150602,51200,50700,51500,50300,2173205
20150601,50600,50600,50900,49550,4623131
20150529,51100,49350,51300,49200,6512595
20150528,49650,49450,50000,49150,5512264
20150527,48450,48000,48800,47500,3441135
20150526,48000,48500,49150,47800,3594626
20150522,47850,46750,47850,46350,3953338
20150521,46350,47000,47500,46200,1880002
20150520,46850,46500,46900,46400,1784488
20150519,46100,45650,46150,45500,1510095
20150518,45450,45100,45450,44400,2195599
20150515,45300,45750,45950,45200,1215027
20150514,45550,45650,46050,45200,1889682
20150513,45250,46100,46150,45200,1896100
20150512,46050,46300,47250,46000,2364231
20150511,46300,46100,46700,46000,1592730
20150508,45950,45300,46300,45050,1695019
20150507,45900,44850,46000,44550,2142745
20150506,45300,46300,46350,45000,3291950
20150504,46800,46500,47100,46400,2239896
20150430,46150,46900,46900,45650,2419318
20150429,46900,47050,47400,46300,2422884
20150428,46950,46150,46950,45700,2311231
20150427,45800,47300,47500,45400,3688453
20150424,47200,46700,47250,46500,4400132
20150423,45800,46400,46800,45650,4995010
20150422,45250,45700,46100,45250,3816002
20150421,45150,44600,45500,44250,3270598
20150420,44250,44100,44400,43600,2355455
20150417,44550,44700,44750,44050,2153757
20150416,44500,44750,44900,44150,2096120
20150415,44300,44000,44500,44000,2146331
20150414,44000,44250,44400,43700,2134645
20150413,44200,44400,44500,43800,3362917
20150410,43600,42850,43800,42700,6518647
20150409,41900,42000,42550,41550,5892744
20150408,42600,43900,44150,42450,5694496
20150407,43950,45000,45050,43500,3691912
20150406,44750,44450,45100,44250,2068077
20150403,44200,44300,44800,44000,2834100
20150402,44800,44550,45350,44100,3148519
20150401,45000,45950,46200,44900,2051147
20150331,45550,46300,46350,45450,2399612
20150330,45500,46000,46350,45100,2776997
20150327,45800,46150,46400,45400,4492231
20150326,47000,47250,47500,46550,4469503
20150325,48300,48000,48350,47850,1830867
20150324,48000,47700,48200,47550,2155547
20150323,48150,47100,48200,47050,3781841
20150320,46850,46450,46850,45850,1948819
20150319,46400,46950,47000,46300,1983215
20150318,46250,46250,46400,45600,2790286
20150317,46250,46100,46450,45850,2790117
20150316,45800,44400,46000,44400,4031380
20150313,44100,43350,44150,43350,1962212
20150312,43250,43400,44100,43250,3929253
20150311,43400,43500,44000,43150,4527681
20150310,44150,45200,45500,43100,5232109
20150309,45100,45450,45750,44850,3175721
20150306,46200,46050,46400,45950,1877771
20150305,45500,45650,46100,45250,2214809
20150304,45900,47300,47300,45700,4160256
20150303,47300,47150,47500,46650,2100433
20150302,46850,46850,46900,46300,2246166
20150227,46600,47000,47300,46250,2344677
20150226,47100,46750,47200,46450,1938544
20150225,46500,47200,47400,46400,2633709
20150224,47600,47900,47900,47200,1880503
20150223,47200,46500,47200,46400,2273267
20150217,46450,47350,47450,46300,1677139
20150216,47500,47550,47550,47200,1534022
20150213,47050,47000,47450,46750,1354556
20150212,46650,47450,47500,46600,1903965
20150211,46850,45900,47050,45650,3231887
20150210,45150,45250,45800,45050,2254222
20150209,45200,45300,45950,45000,2741040
20150206,45500,47100,47200,45200,4547785
20150205,47150,47300,47400,46300,1984849
20150204,47300,47400,47450,47000,1823018
20150203,46700,46450,47450,46450,2513399
20150202,46600,47300,47600,46350,3258140
20150130,47650,48000,48000,47300,2743159
20150129,47400,48500,49200,47300,5020783
20150128,49200,49150,49300,48200,2333159
20150127,49150,49350,49350,48800,2292330
20150126,48250,47250,48300,47000,1410144
20150123,47500,47600,47750,47200,1572903
20150122,47000,48100,48450,47000,2905955
20150121,48050,47500,48200,47400,2156709
20150120,47050,47250,47650,46800,2211331
20150119,47000,47500,47950,46800,3180759
20150116,47450,48450,48900,47250,4820176
20150115,49500,48900,49500,48850,1468474
20150114,48900,48900,49850,48850,2241954
20150113,49000,48500,49650,48500,3047952
20150112,50300,50000,50500,49450,1709997
20150109,49700,50700,51400,49700,3313929
20150108,49950,48250,50000,47900,5006675
20150107,47400,46700,47600,46700,1821266
20150106,47500,47000,47600,46900,1661196
20150105,47650,48050,48400,47500,1409146
20150102,47750,47950,48400,47650,1155944
20141230,47750,48300,48500,47500,1159390
20141229,48050,47100,48500,47000,1750952
20141226,47000,47600,47800,47000,1474213
20141224,47800,47100,47850,47100,842562
20141223,47450,48050,48500,47300,1169038
20141222,48250,48000,48500,47100,1159184
20141219,48500,48500,48900,48300,1910410
20141218,47700,47600,47700,47000,1542575
20141217,46700,46500,47150,46500,1652948
20141216,46500,47150,47300,45900,2486899
20141215,47650,47100,47850,46950,1182288
20141212,47550,47300,47700,47000,1602103
20141211,47200,48300,48400,47100,2702767
20141210,48850,49100,49600,48550,1590462
20141209,49450,48800,49950,48550,2775375
20141208,48650,49000,49200,48500,2243336
20141205,48350,48800,49150,48100,1335134
20141204,48700,48600,48800,48150,1438113
20141203,48050,48300,48500,47750,1199173
20141202,47700,47850,48000,47300,1417999
20141201,47950,48050,48500,47800,1444205
20141128,48050,48050,48600,47700,1131555
20141127,47850,48700,48700,47650,1558962
20141126,48600,48600,48700,48100,914772
20141125,48500,48400,48800,47800,2680733
20141124,47100,47250,47300,46800,1416719
20141121,46450,47450,47500,46000,1839020
20141120,47250,47000,47350,46700,1104697
20141119,47150,47400,47500,46900,1813849
20141118,46400,46500,47150,46000,2798997
20141117,45900,49200,49350,45700,5493082
20141114,49200,48500,49200,47900,2592089
20141113,48100,48350,48350,47600,1421799
20141112,48100,47900,48300,47300,1960104
20141111,47600,48000,48000,47200,1558513
20141110,47550,47500,48100,47450,1583801
20141107,47400,47950,47950,47000,1624430
20141106,47950,47750,48200,47550,1555748
20141105,47200,47850,47950,46900,1617220
20141104,47450,48300,48300,47000,1888587
20141103,48050,48000,48250,47600,2388430
20141031,47450,47550,47550,46900,2577692
20141030,47200,47300,47450,46400,2924313
20141029,47000,46350,47000,45800,2638547
20141028,46000,45150,46100,45000,2907131
20141027,44600,45800,45900,44400,1722449
20141024,45300,46450,46500,45050,2214244
20141023,45500,46300,46800,45500,1829919
20141022,46300,46250,46700,45900,2420313
20141021,45250,45050,46000,44650,2147556
20141020,44900,44100,45050,43550,1788929
20141017,44100,45000,45750,43650,2900418
20141016,45100,43500,45200,43450,3553225
20141015,43400,43200,44000,43000,2372222
20141014,43300,41750,43450,41550,2953492
20141013,41700,40350,42150,40300,4361715
20141010,42200,42050,42950,41850,4630979
20141008,44150,44500,44850,43600,2053318
20141007,44700,44500,45350,42950,5680210
20141006,44700,47850,47850,43250,7288648
20141002,47100,46000,47300,45700,2952839
20141001,46400,46750,47200,46000,2482308
20140930,46750,46900,47300,46250,3038001
20140929,47150,46500,47450,46350,4912552
20140926,45600,44500,45800,44300,3154902
20140925,44600,44400,45450,44350,3632706
20140924,44200,42550,44400,42500,3922847
20140923,42500,42900,43550,42500,2203104
20140922,43250,43550,43700,42850,1476639
20140919,44000,43400,44200,43200,2586406
20140918,42900,43800,44100,42800,1766197
20140917,44100,43850,44450,43650,2721126
20140916,43500,42300,43600,42300,2247094
20140915,42800,44300,44400,42800,2371058
20140912,44500,44200,44550,44050,1445681
20140911,43850,45700,45700,43850,5791277
20140905,43200,42600,43300,42500,3074526
20140904,42050,42450,42850,41950,3744556
20140903,41800,43450,43750,41700,8149751
20140902,44050,44700,44950,43850,2171185
20140901,44500,45700,45800,44500,1892686
20140829,45400,45100,45700,45000,2167684
20140828,45600,45600,45650,44400,3705945
20140827,45350,46700,47000,45150,3858033
20140826,46700,47150,47300,46550,2110839
20140825,47150,45850,47300,45700,3083363
20140822,45950,46700,46750,45350,2874325
20140821,45850,45800,46350,45400,4749347
20140820,45350,44150,45350,44100,3912499
20140819,43800,44250,44550,43800,3046890
20140818,43850,44400,44400,43650,2842982
20140814,43550,44500,44800,43200,3825576
20140813,43900,43600,44450,43500,3848799
20140812,43250,45000,45150,43050,5457423
20140811,45000,44900,45550,44500,3098675
20140808,44200,44500,45000,43500,6182189
20140807,45200,45700,46100,44650,3846213
20140806,45400,46750,46800,45050,14682581
20140805,47300,48250,48300,46500,3424229
20140804,47850,46400,47900,46350,3226358
20140801,46300,44100,46400,44000,5318497
20140731,45450,46050,46500,45100,5587330
20140730,46750,45000,46750,45000,6237617
20140729,44400,45200,45700,44400,8507170
20140728,46550,47450,47950,46400,5195081
20140725,47500,47800,48300,47200,4385822
20140724,47550,49650,49700,47450,7777210
20140723,49450,50900,51000,49400,2861486
20140722,51000,50100,51000,49650,2319621
20140721,50500,51300,51700,50300,1627408
20140718,50800,50200,51100,49900,2334689
20140717,51500,51600,52400,51300,3615315
20140716,51000,50000,51000,49900,2314317
20140715,49750,50300,50400,49550,1757915
20140714,49350,49250,50200,49100,2127881
20140711,48950,48950,49250,48350,2438265
20140710,49300,49750,50300,49300,2652157
20140709,49750,51500,51500,49600,4902932
20140708,51900,51300,52000,51100,2207233
20140707,51600,50400,51700,49900,2222399
20140704,50400,51000,51000,49550,2256886
20140703,50900,50700,51000,50200,2679502
20140702,50400,49150,50500,49000,4295212
20140701,48450,49450,49450,48400,2661236
20140630,48550,47900,48750,47850,3033278
20140627,47500,48350,48500,47500,4132822
20140626,48750,50300,50600,48050,4329921
20140625,49800,50200,50900,49600,2370023
20140624,50300,49000,50300,48950,3486605
20140623,48900,49250,49700,48250,3331587
20140620,49400,50900,50900,49100,7739475
20140619,50700,49850,50700,49700,3832975
20140618,49000,49400,49700,48850,8540327
20140617,49350,49000,49850,48850,3064765
20140616,48350,46600,48550,46400,2328428
20140613,47050,47000,47200,46400,2038552
20140612,47400,48000,48450,46850,3533745
20140611,47000,47550,47950,46750,2699834
20140610,47350,46600,47350,46500,2173265
20140609,46100,47000,47450,46000,4008341
20140605,46450,45300,46450,44850,3867206
20140603,44650,44250,45050,44000,2452555
20140602,44700,44200,45200,44150,2594762
20140530,44150,42600,44150,42600,5719933
20140529,42600,42700,42900,42450,2788250
20140528,42600,42750,42750,42400,2267797
20140527,42200,42600,42650,42050,1206673
20140526,42400,42600,42750,42350,1337761
20140523,42350,42300,42500,41950,2091017
20140522,42400,42400,42750,42150,2314558
20140521,41900,41950,42250,41650,2044792
20140520,42000,41100,42000,41100,3173904
20140519,40900,42000,42150,40750,3868734
20140516,42250,42000,42300,41800,1793135
20140515,42000,41850,42100,41600,2002289
20140514,42100,42200,42200,41750,2857522
20140513,41700,41850,42000,41700,2671855
20140512,41400,40900,41600,40900,2028310
20140509,41150,40950,41200,40250,2286422
20140508,40650,41450,41450,40550,2228813
20140507,41100,41000,41350,40900,2617891
20140502,40650,41200,41350,40550,3374051
20140430,40150,39700,40300,39650,2280636
20140429,39700,40250,40500,39600,2864162
20140428,40500,40450,40800,39900,2962593
20140425,40750,41100,41350,40650,6413507
20140424,40900,40850,40900,40150,4202633
20140423,40750,40200,40850,40050,6302966
20140422,39800,39900,40050,39750,4429639
20140421,39400,39300,39500,39000,2012021
20140418,39200,39400,39550,38900,6226765
20140417,38050,38050,38300,37850,2518569
20140416,37650,37750,37900,37550,2279437
20140415,37400,37450,37950,37150,2511655
20140414,36900,37100,37250,36900,1769488
20140411,37050,37450,37600,36850,2678811
20140410,37700,37600,37850,37400,1940111
20140409,37650,36900,37700,36850,2781992
20140408,36750,36650,37200,36650,2287296
20140407,37000,36800,37000,36500,2614349
20140404,37250,36750,37250,36600,3042845
20140403,36550,37300,37350,36500,2239712
20140402,37050,37450,37700,36800,3128863
20140401,37000,36650,37100,36600,4963237
20140331,36000,37000,37100,35550,8110589
20140328,37050,37850,37900,37000,3497637
20140327,37700,38050,38400,37550,2539853
20140326,38400,38100,38400,37650,2520441
20140325,37600,38250,38300,37500,2484259
20140324,38150,38750,38800,38000,2911594
20140321,38700,37400,38750,37400,4027721
20140320,36950,36900,37400,36700,1966739
20140319,37000,36850,37150,36550,3174111
20140318,36350,37200,37400,36350,4067115
20140317,36700,37400,37450,36600,4053729
20140314,37950,37550,38300,37000,4047773
20140313,38050,37800,38600,37700,2831772
20140312,37400,37550,38050,37350,3136809
20140311,37750,37700,38200,37650,2570762
20140310,37700,38350,38650,37650,3290391
20140307,38550,39300,39350,38300,3360351
20140306,39100,39450,39450,38900,1894702
20140305,39450,39600,39600,39200,2287413
20140304,38950,38600,39050,38550,1659174
20140303,38950,38300,38950,38200,2334413
20140228,38750,39700,39700,38550,3571285
20140227,39500,39650,39650,39100,2537038
20140226,39250,38500,39700,38450,3372770
20140225,38650,39000,39100,37850,5377950
20140224,38850,39100,39350,38700,1853563
20140221,39300,39250,39700,39050,3222452
20140220,38800,39400,39650,38700,2634888
20140219,39150,38650,39400,38500,2779561
20140218,38800,38800,39000,38550,1740161
20140217,38700,39450,39700,38400,3462266
20140214,39050,39950,40100,39000,3144548
20140213,39900,39850,40200,39700,3408592
20140212,39850,39600,39850,39200,3365602
20140211,39000,39200,39600,38950,1922133
20140210,39000,39400,39950,39000,2749618
20140207,39300,39300,39500,38900,6263133
20140206,38600,37050,38600,37000,6520048
20140205,36650,36900,37000,36000,3722340
20140204,36500,37350,37400,36500,5123321
20140203,37950,37500,38200,37450,3258954
20140129,37850,37100,37900,37000,5768140
20140128,36800,35550,36800,35250,5134501
20140127,35250,35100,35550,35000,3810292
20140124,35900,35350,36150,35350,4696232
20140123,35400,36300,36650,35400,5413166
20140122,36300,36100,36350,35000,8866139
20140121,36400,36950,37100,36400,2458095
20140120,36850,36050,36850,36050,3038514
20140117,36000,36600,36850,36000,3390054
20140116,36550,36900,37000,36050,5058860
20140115,36650,38700,38750,36450,11312073
20140114,38400,37750,38400,37350,2373406
20140113,38150,38350,39000,38150,2173830
20140110,38500,38450,38700,37700,4661839
20140109,38850,39150,39250,38500,4456686
20140108,39000,38550,39100,38150,6541929
20140107,37800,37350,37950,37200,3365854
20140106,37650,36400,37700,36350,5489696
20140103,36300,35700,36450,35600,3866819
20140102,35550,37100,37350,35550,4503101
20131230,36800,36800,37000,36250,2537422
20131227,36650,36450,36950,36350,2088963
20131226,36000,36900,37000,35900,3738849
20131224,36750,37000,37100,36550,2771057
20131223,37000,35600,37000,35550,5630251
20131220,35300,35200,35750,34900,3905267
20131219,34900,35950,36150,34800,6726027
20131218,35550,36600,36800,35450,4929380
20131217,36600,37500,37550,36550,3534783
20131216,37150,36600,37200,36550,3285802
20131213,36500,36300,36600,35850,2488730
20131212,36450,36300,36500,35850,5008826
20131211,36800,36500,37150,36400,3600547
20131210,36500,36800,37100,36400,5070477
20131209,36350,36000,36700,35950,5211103
